이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
마왕 전용 사기 시스템,naverseries,광휘,등호균,소년,완결,일,4,6.9,77,4화,"어느 날, 세상에 갑자기 나타난 던전들로 인간은 '던전 세계'를 맞이한다 인간 플레이어의 비열한 수법에 농락당해 죽은 심연급 던전 보스 아데세르, 결과에 승복할 수 없는 그는 나약한 쪼렙 플레이어의 몸에 환생한다 뜻밖에 주어진 시스템으로 던전을 정복하고 던전 주인으로서 특수한 능력을 가진 채로 자신의 복수 여정을 시작하는데접기",https://series.naver.com/comic/detail.series?productNo=9238228&sortOrder=DESC#priceInfo
인생 1000회차에서 살아남기,naverseries,shiyinyueman,shiyinyueman,무협,시즌 휴재,일,5,7.6,55,5화,"하늘과 운명을 놓고 싸우는 수선계, 천 번의 삶을 향로로 태어난 남자 한진헌남들의 수련 도구가 되어 정기를 빨아먹히고 죽은 것도 벌써 999번째였다천 번의 삶마저 그렇게 끝나나 싶었을 때, 구원처럼 나타난 상태창상태창의 도움으로 죽을 뻔한 위기에서 살아난 그는 자신의 체질에 대한 비밀을 풀기 위해 여정을 떠난다접기",https://series.naver.com/comic/detail.series?productNo=8712701&sortOrder=DESC#priceInfo
블러드 리벤저,naverseries,고백,고백,소년,연재중,일,13,9.9,123,119화,어느날 정체불명의 괴물 이블에게 습격 당한 '금마루'는 이블을 사냥하는 리벤저 '제이화이트'에게 도움을 받게 된다'금마루'는 그 사건을 계기로 오랜 시간 이어져 온 이블과 리벤저 간의 전쟁에 개입하게 되는데접기,https://series.naver.com/comic/detail.series?productNo=8156728&sortOrder=DESC#priceInfo
네 것이었던 것,naverseries,아이아리,바밤,드라마,완결,토,2,9.0,56,전화,"내가 만들어준 완벽한 삶을 사는 동생네가 누리던 것, 그건 모두 내 것이었던 것부모님이 돌아가신 후 쌍둥이 동생 '이선'을 위해 희생하며 살아온 '이령'어느날 이선이 중요한 일을 앞두고 다치게 되자이령은 한 달간 이선인 척 연기하며 동생의 삶을 대행해서 살아간다가지지 못했던 것들을 경험하며 이령의 마음에 욕심이 자라나는데'네가 누리고 있던 것들을 나도 누리고 싶다'접기",https://series.naver.com/comic/detail.series?productNo=9188034&sortOrder=DESC#priceInfo
여신님의 호랑이 공략법,naverseries,아완,청라,순정,연재중,토,27,10.0,84,79화,"연인에게 배신당해 비참한 죽음을 맞은 태양신 모하 모하는 자신이 정체 모를 여인의 몸에 빙의 된 채, 1년 전 과거로 돌아와있음을 깨닫게 된다 지난 생의 비극을 막기 위해 고군분투하는 모하 하지만 예기치 못하게 과거 자신의 수하였던 두 마리의 호랑이 신수가 그녀를 향해 열렬한 구애를 펼쳐오는데접기",https://series.naver.com/comic/detail.series?productNo=9103525&sortOrder=DESC#priceInfo
티파니에서 모닝 키스를,naverseries,정수현,이슬기,순정,완결,월,2,9.4,87,3화,"첫사랑에게 건물을 빼앗겼다청담동 ‘티파니’의 건물의 소유주 유하리5년 만에 돌아온 첫사랑 은호가 등기이전권을 그녀 앞에 들이밀었다“아, 어제부로 이 빌라 건물 명의자가 바뀌었거든 차 은 호로”그렇게 하리는 하루아침에 건물주에서 거리의 노숙자로 전락할 신세가 되었다‘넌 이제부터 첫사랑이 아니라, 첫사랑 새끼야’세상 모든 저주를 퍼부어 벼락을 떨어뜨리고 싶을 정도로 밉디미웠지만 자신의 의식주 해결이 먼저였다그렇게 하리는 ‘첫사랑 새끼’ 은호의 입주 도우미로 난생처음 취업이란 걸 한다인생 99할을 놀고먹으며 살아온 그녀에겐 힘겨운 하루하루였지만,또 작정했는지 대놓고 자신을 부려먹는 은호 때문에 분노하는 일 천지였지만, 생각보다 견딜 만했다아니, 가끔은 즐겁기도 했다 그리고… 개 버릇 남 못 준다고, 그를 좋아했던 못된 습관이 다시 고개를 쳐들었다“두 번째 조항은, 피고용인은 고용인을 유혹하는 그 어떠한 행동도 하지 않는다”과연, 하리는 티파니 건물과 은호를 모두 되찾을 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=10275756&sortOrder=DESC#priceInfo
인생영화,naverseries,희나리,희나리,드라마,완결,토,4,9.7,48,7화,"누군가 미래에서 내 영화를 훔쳐 왔다 우연히 미래로 가게 된 아람은 그곳에서 인상적인 영화를 보고 돌아와 그대로 영화를 만들지만, 그 작품은 현재 영화과 학생인 가은과 우빈이 이제 막 시나리오를 완성한 작품이었다 이 사실을 깨달은 아람은 자기 작품을 만들고 싶은 욕망에 사로잡혀 가은과 우빈을 제거하려고 한다 가은과 우빈은 살기 위해, 그리고 아람에게 도둑맞은 그들의 미래와 소중한 작품을 되찾기 위해, 아람과 맞서 싸운다접기",https://series.naver.com/comic/detail.series?productNo=9138843&sortOrder=DESC#priceInfo
천하제일인,naverseries,권순규,신권이,무협,완결,토,60,9.7,112,8화,"어디선가, 느닷없이 나타난, 정체불명의 이놈,걸렸다하면 영혼까지 탈탈 털어 참교육 시켜주시는 화악골 심부름꾼, 소마가공할 마령성의 위협으로부터 화악골을 지켜야 하는데지킬 수 있을까??접기",https://series.naver.com/comic/detail.series?productNo=5429409&sortOrder=DESC#priceInfo
만계신주,naverseries,,스네일,무협,시즌 휴재,수,6,6.0,208,5화,"비옥하고 평화로운 땅, 연국 남방의 중심지 남주(南州)그 중심에 우뚝 서 있는 10층 높이의 ‘이홍원’의 주인을 둘러싼 소문은 무성하기만 하다이홍원의 주인이자 고신인 엽진은 신계에서 습격을 받고 신격을 훼손당해 남주로 떨어지게 됐지만,남은 신력으로 수백 년 동안 자신만의 세력을 키워왔다그는 옛 친구를 만나기 위해 북적으로 향하던 중북적군에게 쫓기던 설영족 성녀 진청설을 구하게 되고,그녀의 복수를 돕기 위한 여정에 오르게 된다접기",https://series.naver.com/comic/detail.series?productNo=5280357&sortOrder=DESC#priceInfo
"흙수저, 시스템에게 선택받다",naverseries,이십사,소행도,소년,연재중,목,4,8.3,270,4화,"대재앙이 있은 후로 100년, A시는 잊혀진 도시로 전락했다 신분 상승을 위해서라면 희망의 도시 H시로 가거나, 군사학교에 입학해 에스퍼 솔져로 거듭나야 한다나 고지웅은 A시 출신으로 H시의 군사학교를 목표로 열공 중인 고3 학생이다 그러나 민새아의 등장이 정확히는 이 죽일 놈의 '시스템'의 등장이 평범했던 내 일상과 운명을 뒤흔드는데 그러니까 첫 번째 퀘스트가 전지전능한 H시 유니언군 소속의 민새아를 제물로 바치는 것이고, 그 대가로 내 실력을 키워주겠다고? 사기꾼 냄새가 나긴 하지만, 강해지기 위해서 뭐라도 해보는 수밖에접기",https://series.naver.com/comic/detail.series?productNo=6671758&sortOrder=DESC#priceInfo
정령사: 나타르 전기,naverseries,ordin,green,소년,연재중,수,4,8.9,780,10화,"""모든 세계관을 창조하고 생명을 불어넣은 조물주와 그 피조물의 대결“인기절정의 만화가가 의문의 전화 한 통을 받고 쓰러진다정신을 차려보니 자신이 그린 만화 <정령사:나타르 전기> 속 조연, 레오가되어 있는 것이 아닌가? 당황도 잠시 만화의 모든 설정과 스토리 전개를 알고 있는 레오는 현실세계로 돌아갈 수 있는 방법을 찾아 모험을 시작한다하지만 스토리상의 모든 사건은 주연인 루이가 아닌 자신을 둘러싸고 벌어지고 이 과정에서 스토리는 바뀌어도 등장인물의 운명은바뀌지 않는다는 것을 깨닫는다그런데 잠깐? 레오의 운명은 주인공 루이와의 최후의 전투에서 그의 검 아래죽는 거잖아?야생의 정령과 그를 다루는 정령사들의 섬 나타르에서대머리 조연 레오와 하늘을 나는 고양이 빅토르의 새로운 전설이 시작된다접기",https://series.naver.com/comic/detail.series?productNo=3875047&sortOrder=DESC#priceInfo
후궁 스캔들,naverseries,기트로우,기트로우,순정,완결,14일,62,9.8,91,9화,"[매주 일요일 업데이트]동생 때문에 억지로 황태자비 간택전에 나가게 된 화영 이렇게 된 김에 화려하게 쫓겨날 계획을 세운다 하지만 계속 이상하게 엮이는 황태자 신영 때문에 계획은 쉽지 않고, 오히려 황비와 황태후 눈에 들어 화영은 최고의 후보로 손꼽히게 되어 버리는데…자유로운 영혼과 고지식 대마왕의 러브(?) 스토리접기",https://series.naver.com/comic/detail.series?productNo=6718798&sortOrder=DESC#priceInfo
생존결혼,naverseries,지완,지완,순정,완결,금,81,9.7,102,3화,"꿈인 듯 겹치는 우연? 운명? 이제 당신은 나의 주인대학 조교로 일하고 있는 채이는 교수님 심부름으로 방문한 회사에서 만난 도헌 때문에 정신이 없다그가 꿈에서 하룻밤을 보낸 남자와 너무 똑같기 때문 아직도 온몸에 느껴지는 생생한 감각과 또렷한 기억에 그 남자와 이렇게 마주 보고 있는 상황이 당황스럽기까지 하다""저기… 혹시 우리 전에 만난 적 있습니까?""그런데 도헌 역시 채이에게서 기시감을 느끼고, 이상한 불편함과 묘한 떨림 사이에서 벗어나기 위해 그녀와 거리를 두지만 흩어져 있던 우연과 필연의 조각들은 서로를 자꾸만 끌어당긴다접기",https://series.naver.com/comic/detail.series?productNo=5529206&sortOrder=DESC#priceInfo
D-해피버스데이,naverseries,,연시,드라마,완결,토,18,9.6,53,9화,[서로 죽일 계획을 세우는 두 친구]생일마다 가장 친한 사람이 죽는 저주에 걸린 지승살인자가 되기 싫다는 압박감에 선택적 살인마가 되기로 마음먹고 살인자와 친구가 된다접기,https://series.naver.com/comic/detail.series?productNo=8379589&sortOrder=DESC#priceInfo
그림자 잡기,naverseries,,최날,드라마,완결,21일,4,9.9,57,8화,"""모든 사건의 시작은 누군가 남겨 놓은 작은 흔적에 걸려 넘어지면서 시작된다 하지만 대부분의 작은 흔적은 이미 깨져 있는 것의 파편이다""평범한 재수생 ‘정시명’그의 주변으로 계속해서 이상한 사건들이 생겨나고, 진실을 파헤칠수록 기억들은 뒤엉키며 안개에 쌓인 것 같다 그리고 그 모든 사건들은 자기 자신에게 향하는데…“너가 한게 아니면, 그럼 이것들은 다 누가 한거지?”접기",https://series.naver.com/comic/detail.series?productNo=8997244&sortOrder=DESC#priceInfo
위험한 남편을 길들이는 법,naverseries,윤손,두지,순정,완결,49일,10,9.6,78,12화,"""난 그 OO이랑 결혼할 생각 없어"" 이복 언니의 완강한 거부에 맞선 자리에 대신 나가게 된 이 회장의 사생아, 혜리 세기의 추남이라느니, 성격이 포악해 사람을 반 죽여놓았다느니, 사이코패스라느니 하는 무성한 소문 속의 맞선남은, 그래, 꽤 '위험한 남자'이긴 했다접기",https://series.naver.com/comic/detail.series?productNo=8143264&sortOrder=DESC#priceInfo
생존로그,naverseries,이노,이노,소년,완결,42일,13,9.1,77,8화,구독자 300만을 자랑하는 위투버 '쌈쏜'은 다섯 명의 BJ들과 함께 무인도 섬에서 방송을 시작한다  그들은 보다 자극적인 컨텐츠에 욕심이 생겨 섬의 더 깊은 곳으로 들어가고 무인도인줄 알았던 그곳에는 언제 지어졌는지 알 수 없는 낡은 벙커가 있다  호기심과 두려움이 공존하던 그 때 일행을 위협하는 '무언가'의 습격이 시작된다접기,https://series.naver.com/comic/detail.series?productNo=6249054&sortOrder=DESC#priceInfo
동생친구,naverseries,님니,님니,순정,완결,토,40,9.9,87,7화,"사고로 부모님이 돌아가신 후 고등학생인 남동생과 둘이 살고 있는 대학교 3학년 가은아픔을 겉으로 티내지 않고 밝고 자신감 있게 살고 있다고 본인은 생각 중이다딱 자기 취향이었던 남자 친구에게 차인 후 더 이상 연애를 하지 않겠다고 생각했지만,어릴 때부터 알고 지내던 아는 동생 도완, 동생의 반 반장 상우,알바 중인 미술학원 수강생 준과 엮이며별안간 연하남들의과 미묘한 분위기가 된다동생 친구와 결혼하기로 했다며 친구들에게 청첩장을 건네는 가은 과연 셋 중 누구와 결혼하게 될까?접기",https://series.naver.com/comic/detail.series?productNo=6040529&sortOrder=DESC#priceInfo
속성으로 무림지존,naverseries,Gandaotianming,faloo,무협,시즌 휴재,목,4,7.9,88,3화,"외문제자 중 19세가 됐음에도 연기경 6중천에 도달하지 못한 자는 종문 규정에 따라 파문당해야 한다6년 간의 노력 끝에 막 연기경 5중천에 오른 유양호는 실낱같은 희망을 걸어보지만 결국 그의 이름이 불리고 파문당할 위기에 놓여 충격으로 쓰러지고 만다다시 정신을 차린 후, 갑자기 그의 눈에 이상한 방울들이 보이기 시작하는데근골+10, 원기+2, 힘+5, 폭발력+4…? 방울을 터트리면 그 속의 속성을 흡수해 실력을 키울 수 있잖아 이 정체 모를 방울들이 왜 생겼는지는 모르겠지만, 하늘이 주신 기회이니만큼 어떻게든 연기경 6중천을 돌파해 파문 당하는 위기에서 벗어나야 한다접기",https://series.naver.com/comic/detail.series?productNo=8507392&sortOrder=DESC#priceInfo
오빠를 꼬시려 했는데 남주가 넘어왔다,naverseries,Ppuing,CAT-HANDS,순정,완결,금,1,9.1,104,3화,"납치된 남자주인공에게 빠져 폭군 오빠를 배신했다가,단명하는 개미 조연에 빙의했다원작대로라면 남주에게 홀려 그의 탈출을 도와야 하는데…원작? 알 게 뭐람 일단 나부터 살아야 할 것 아니야우선 날 언제 죽일지 모를 무서운 오빠부터 꼬셔보기로 했다 했는데…“겁도 없이 내 동생을 건드렸으면 책임을 져야지골라 봐 투옥, 유배, 사형 못 고르겠으면 셋 다 해도 좋고”…꼬실 필요가 없는데?이 오빠가 갑자기 왜 이럴까“돌아가고 싶지 않습니다 클라라 공주님이 이곳에 계시니까요”남주는 또 왜 이러는 거지? 황자님은 황제 되러 가셔야죠접기",https://series.naver.com/comic/detail.series?productNo=10614580&sortOrder=DESC#priceInfo
철수와 영희 이야기,naverseries,울,울,순정,완결,42일,15,9.9,65,14화,"""너 정체가 뭐야?""어느 날 갑자기 나타난 짝꿍 우영희 사람이 아닌 것 같은데? 감정을 배우기 위해 학교에 온 로봇 영희와, 그런 영희를 도와주며 감정을 알려주는 철수 그런데 영희와 함께 지낼수록 철수에게 알 수 없는 감정이 생긴다? 누구도 들어올 수 없는 둘만의 세계 이야기접기",https://series.naver.com/comic/detail.series?productNo=8036161&sortOrder=DESC#priceInfo
